,alpha,beta,s,c_ANpure,c_CMpure,c_MIX,c_MIX2,c_VMpure,BDDo_ANpure,BDDn_ANpure,BDDo_CMpure,BDDn_CMpure,BDDo_MIX,BDDn_MIX,BDDo_MIX2,BDDn_MIX2,BDDo_VMpure,BDDn_VMpure,t0,t0an,kappa,F_ANpure_AN_oldiold_oldinew,F_CMpure_CM_oldiold_oldinew,L_CMpure_CM_oldiold_newinew,L_CMpure_CM_oldinew_newiold,F_VMpure_VM_oldiold_oldinew,L_VMpure,F_MIX_CM_oldiold_oldinew,L_MIX_CM_oldiold_newinew,L_MIX_CM_oldinew_newiold,F_MIX_AN_oldiold_oldinew,F_MIX2_CM_oldiold_oldinew,L_MIX2_CM_oldiold_newinew,L_MIX2_CM_oldinew_newiold,F_MIX2_AN_oldiold_oldinew,wssd
0,0.48860539658517976,0.9754620009590113,0.015034981187623085,0.4390006905047537,0.01,0.6461317113594639,0.40372122952280715,0.477529011631599,2.6429637589363297,-2.740240774200383,1.4272765692816987,-4.935454302027607,2.5321376609827375,-3.0044467481831316,2.592680072131558,-2.7845349778465143,2.9670974438699997,-2.811629606492083,286.52124377100324,336.1343687090368,100.0,0.11754327161389054,0.43776827475939,0.010099999999999998,1.0197022068206996,0.20125078139047206,0.0001,0.09167250944357155,0.061561434640773516,0.05156143464077344,0.035611902865539266,0.17050516537632376,0.020830246798294618,0.010830246798294578,0.12229955257120066,11.079941840974659
1,0.3983708317640554,1.2514925723852903,0.022385680026458316,0.41141236016028265,0.531647832714626,0.5832960212751355,0.3551854944057522,0.42718219313392863,2.980689359497087,-3.3099257034208094,2.3601999158499822,-3.634421705014236,3.1112687567069384,-3.430770322088732,2.9545391422116585,-3.3125706020219603,3.72840095471994,-3.2072447144071234,461.1582481041467,510.5761921188309,51.65760468002674,0.09898958655664193,0.10898958657479645,0.0967698608742533,0.01009999998328279,0.20481506089512677,0.00010000000002562965,0.06072255688011802,0.08295322066342331,0.07295322066338088,0.0001,0.16139818554945978,0.0339646669947545,0.023964666995363846,0.11207438220997387,0.5368378248880152
2,0.58906362042874,0.8585797785914815,0.01376059497323847,0.5551883242905992,0.7520704041910804,0.8217527467910368,0.514543282168783,0.6106723442891575,2.8576762148254726,-2.8946774313684385,2.2755755797498596,-3.3918692273719433,2.6313953743128407,-3.256784823832282,2.8031768109868636,-2.9365525527768326,3.11306200245576,-3.000479399092811,211.5414599535403,264.54998800873915,100.0,0.18136271219620606,0.19136271219620485,0.12466418436592772,0.010100000000000178,0.2806931303874093,0.00010000000000166412,0.14945120447306928,0.07389570587919107,0.0638957058791911,0.08659612889345426,0.2403248912899821,0.026556476837842676,0.016556476837842705,0.18675736310999588,0.5712520114537012
3,1.557383605053286,1.0778039626216163,0.01234788406602608,2.32057515105734,1.9032812586409436,3.203978797754967,1.5550731818631807,1.6998404688924205,3.59745838193615,-9.997195257045394,4.778756193094708,-6.469663780484792,3.490644329026437,-9.999982713979037,7.514073445238612,-4.548808423622219,9.7050421718357,-4.034112999433901,304.86962399208136,303.5701020821443,22.14958639918152,0.8709286283111648,0.8809556928790911,0.010144111811435114,0.12170759451647906,1.3765025368653807,0.00013801368656195825,1.3291706680595066,2.0807119497092685,1.4310920435422974,0.9445735340495414,1.3391706680595448,0.010137978330566288,0.0001369018625238774,1.2746972018693181,0.918101967349957
4,2.336155426347577,1.2353424884862951,0.01260624026174089,5.02351297996735,5.2967154001992265,5.6200152478604775,4.248665964285154,5.463085467198096,8.84083013836223,-9.592808696309481,7.581002606924123,-10.0,8.46846375818804,-10.0,8.615505591561094,-9.53495977325838,9.999999999999998,-9.073058666576465,284.92991055299876,373.8831241005507,9.264918755432307,3.6526732153176256,3.6626732153176262,1.2012145875334572,0.8835507252508171,3.9999999999999982,0.8735507252508198,2.91811533686253,1.2080657032542192,1.198065703254221,2.621531218882311,4.246934346480867,0.5603711201312164,0.5503711201312165,4.0,0.7993218719858561
5,0.8831799107382553,0.8447630754781956,0.014392586218072122,1.1534203785139043,1.562050388214,1.6572045143958887,1.0121405832585468,0.9052291860950507,4.66228853408537,-4.315745910628746,3.2371237492191156,-5.763630971636494,3.9073528757659983,-5.279714257817359,4.604039470724957,-4.3187442195740555,6.746471232292015,-3.3462120143523815,233.10297801708197,317.81057631167505,41.05242405497975,0.6214974450303282,0.6457644843996726,0.17908141611824654,0.029035304477885625,0.830140308960609,0.018419348421796475,0.5046454590509717,0.2055808440570649,0.19558084405706497,0.3820613791170306,0.6270909861157191,0.05271988728782721,0.04271988728782715,0.5302597594608538,0.6290349120200014
6,0.3878393714970966,1.110194165763288,0.026625185614346993,0.5190651031996114,1.3885737013579604,0.723033567951375,0.4130648267703754,0.5139394976953499,3.54658542520334,-3.9518163948403306,1.6320204382631158,-7.15789113876662,3.7354020945621746,-4.0877143882663605,3.5684555462013106,-3.911570053524637,4.625038672240183,-3.690385698267663,489.30576927506837,561.0269368268274,34.090537973830166,0.16046426165689145,0.17046426165689127,0.6413774832230899,0.010100000000000125,0.30114351509983306,0.00010000000000014723,0.08143246750327608,0.13307632776147285,0.12307632776147262,0.0001,0.22362110515394767,0.06431494799823798,0.05431494799823797,0.158297757802396,0.5759065504383193
7,1.9336945521885833,0.9498489713650702,0.011776617328363421,2.775011978655909,3.7499652528401426,3.913780863860903,1.762963456713932,2.2888251031577074,6.622367473387197,-5.386944373661367,3.9569271595069635,-8.559698664301596,4.84012653957281,-7.48408842167741,6.836202722205892,-5.221948691012103,6.610443924628446,-5.803345189847938,81.75411798626637,496.9126478979853,28.989158776690896,1.8863635523679136,1.8963635523679139,0.2556255665492764,0.010100000000000093,2.296727669060383,0.0001000000000000158,0.9776382379678641,0.999678123189557,0.9896781231895571,0.3950705639346048,1.3752853030587449,2.343233144799512,1.9478255156482276,0.8387275430668809,0.7710919492777322
8,0.4087739752617061,1.2097987430595476,0.018366079452191205,0.36331956355803513,0.47794105504039935,0.5270989956113323,0.3253512394881946,0.38488397774630906,2.6422097647215748,-2.842482677383355,2.151720954579352,-3.1097187784433653,2.670330432355242,-3.0050830901587093,2.6084136453559497,-2.858053818082202,3.1482477104551507,-2.8263682016036085,395.4040861547131,445.8113432743813,78.22850526255563,0.0778834792990893,0.08788347568997153,0.10135577672245433,0.010099995578913827,0.16092287713907774,0.00010000114645642577,0.05435469682005541,0.06062931091990031,0.05062931577146357,0.0001,0.13103602864652428,0.02279383425769121,0.012793847974220425,0.08538928659739685,0.5391160713418588
9,1.1421840375139147,1.7209847967155498,0.01,0.6401473444628061,0.4059717651094962,1.5823764160657097,0.3418611758171756,0.3168001468259488,6.170119238390648,-2.645807172508832,6.037838688842863,-7.460723237689471,3.534237572142885,-4.4890023962425545,7.756385329470907,-2.004871244331342,10.0,-1.3655096455233515,30.521952035323316,730.2077414072144,66.9034920314027,0.43307512286724836,2.7821927985325483,0.3844310964922488,0.9554796801636136,0.7631941863371317,0.1317335492111718,0.8682750023203597,1.106864033528966,0.40848512584972535,0.0001,3.2703128539576247,4.0,1.0121790448537722,0.4192779013432681,17.236773471828116
10,0.5017124699292184,0.8980615152488866,0.02264874452845953,0.7330970138266396,0.9338836084003446,1.0600812693068895,0.632152961089398,0.7791695729827162,3.982276693521465,-4.2299964735914,2.971027214646567,-5.038886934236176,3.584763239332002,-5.0751686084628895,3.9471843854870987,-4.234907532663404,4.75374207712123,-4.200814886065226,419.2707968457204,464.6046621200736,34.022951901138285,0.3006997464223638,0.31069974642268966,0.10704931476017981,0.010099999999680183,0.4451219507997735,0.0001,0.22286135760754708,0.14570402575611377,0.13570402575611185,0.1419271680063222,0.3924876139295902,0.06245496005694301,0.05245496005694201,0.32985062270574117,0.5541219500953461
11,2.2179468389406063,1.313074494662186,0.01964774456682438,2.7500238885908286,2.6298346259213647,3.7656927230329105,2.27206616428966,3.09223263112233,1.8374632239174373,-9.999836025289467,1.8631003357046345,-7.019052503541836,2.6663753835421975,-9.63889230858607,3.48383891843422,-5.1548011246985315,4.79437299721177,-6.623522583867418,677.9968497806858,668.6316202602086,10.742103327560727,0.3817180846629582,0.39171808466296526,0.010119869431236446,0.01009999999999682,1.2238642220260008,0.00010000000000089916,0.8784609793679873,0.38315106719728054,0.37315106719728003,0.691657665282309,1.6137900344043499,0.2148099836501537,0.20480998365015415,1.464623978042464,1.2439516444845258
12,0.4106838436285684,1.1984100957445747,0.01758998066314868,0.3540054144914021,0.46729209380049974,0.5163916601437066,0.3197436416373532,0.37706336018582914,2.576646573867037,-2.7551094057738936,2.1111394627713116,-3.011250408651839,2.5880882446838545,-2.923464421647771,2.538604636332564,-2.7770389612418267,3.039087683365314,-2.7542188573766806,378.79327739128377,429.00285604809466,85.50504708014847,0.0740364651648737,0.08403646516501549,0.10270232511727194,0.010099999999863328,0.15274036964508483,0.00010000000004308568,0.05275997132083286,0.056863876462763245,0.04686387646276227,0.00010000000000025918,0.12542221517818086,0.020704187747631116,0.010704187747628659,0.08071713033614968,0.5402167437174697
13,0.38602134723493997,1.2699167117494683,0.018955692350114885,0.3406017571037721,0.44617332777077867,0.49213811964336984,0.3080424199008199,0.36592810042208457,2.6167635666292446,-2.848971513292272,2.1355852892831373,-3.082578482114469,2.6863001440575545,-2.9800175636221935,2.583163169874188,-2.861607551991205,3.1370788780201075,-2.8516409748490825,418.17604223248543,455.4701940042379,74.90576025989357,0.06706381872098041,0.07706381686716433,0.09812642187723568,0.010100000556967468,0.14782035649514644,0.0001,0.048814242028642464,0.05493917382139137,0.044939173609123396,0.0001,0.1212460746073236,0.01936186305718863,0.009361862161880855,0.0811634800320501,0.5389809432690085
14,0.40665883275957315,1.2116220755898093,0.018958612656273136,0.3700388499325879,0.48529714346445235,0.5345197370562146,0.3302073594223415,0.3914551267778327,2.6838878943428455,-2.9028008930582376,2.17827253679792,-3.176107546538246,2.725100774211121,-3.060162884028453,2.6483204490642884,-2.9205277942478363,3.21654477483115,-2.8797002062131556,405.8193286860839,455.0484381643422,73.83422673079325,0.08025451150992091,0.09025451150997425,0.10083795448105952,0.010099999999964762,0.16615177582573012,0.0001,0.05484914487219306,0.06340905725891993,0.0534090572589186,0.00010000000000658813,0.13491959160387715,0.02385710828501216,0.013857108284997569,0.08907656949803211,0.5385320800807737
0,0.1 ~ 2.9,0.01 ~ 4.0,0.01 ~ 2.0,0.01 ~ 10.0,0.01 ~ 10.0,0.01 ~ 10.0,0.01 ~ 10.0,0.01 ~ 10.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 20.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ -0.1,10.0 ~ 900.0,10.0 ~ 900.0,1.0 ~ 100.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 10.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 10.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0
